TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,TranslatedInstructions,URL,Cleaned-Ingredients,image-url,Ingredient-count
Cucumber Ginger Lemonade Recipe,"pinch Salt - optional,1 inch Ginger - grated,2 cups Cucumber - chopped and de-seeded,2 tablespoons Honey - adjustable,Mint Leaves (Pudina) - small bunch,Lemon juice - from 2 lemons,150 ml Aerated water (Soda Water) - and water if required",15,Continental,"To start making Cucumber Ginger Mint Lemonade, combine the chopped cucumber, lime juice, honey, ginger, water in a blender, cover and process until cucumber is pureed.
Strain the cucumber puree using a strainer.
 In a small pitcher add club soda, mint leaves, cucumber slices, lime wedges and cucumber mixture and stir well.
Check the taste and adjust lemon, sweetness and salt to suit your taste.Serve the Cucumber Ginger Lemonade Recipe garnished with some more mint leaves as a delicious refreshing drink during summer afternoons.
",https://www.archanaskitchen.com/cucumber-ginger-limeade-recipe,"salt,ginger,aerated water (soda water) water,lemon,cucumber,mint leaves (pudina)",https://www.archanaskitchen.com/images/archanaskitchen/World_Beverages/Cucumber_mint_ginger_lemonade_Recipe.jpg,6
Pyaz Wali Bhindi Recipe | Bhindi Do Pyaza - Okra Onion Stir Fry,"2 teaspoons Coriander (Dhania) Powder,Salt - to taste,2 inch Cinnamon Stick (Dalchini) - broken,1 teaspoon Ajwain (Carom seeds),2 tablespoon Mustard oil - or Sunflower oil,500 grams Bhindi (Lady Finger/Okra),2 teaspoons Amchur (Dry Mango Powder),3 Onions - thinly sliced,1 Bay leaf (tej patta),1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder - (or more to taste)",40,Indian,"To begin making Pyaz Wali Bhindi Recipe Bhindi Do Pyaza, first wash bhindi in water.
Pat dry with the kitchen towel.
To cut okra first remove the stem of the bhindi and then cut into thin strips of 4 pieces.
Keep aside until ready to use.
Heat the oil in a heavy-bottomed saucepan over medium heat.
Add the ajwain seeds and allow it to crackle.
Add the cinnamon stick, bay leaf and saute for a few seconds.
Add the thinly sliced onions, turn the heat to low and saute the onions until they soften.At this stage add in the chopped lady's finger, sprinkle salt, turmeric powder, red chilli powder, coriander powder and amchur powder.Stir until all the ingredients get well combined.
Cover the pan with the lid slightly ajar.
Keep the heat on low and let bhindi do pyaza cook until it turns soft and tender.
This process will take about 15 minutes on medium heat.Ensure to keep stirring the bhindi do pyaza a few times in between so it gets cooked evenly and towards the end you will notice the onions have slightly caramelised as well.Once done, turn off the heat and check the salt and spices and adjust to taste accordingly.Transfer the Pyaz Wali Bhindi/ Bhindi Do Pyaza to a serving bowl and serve hot.Serve the Pyaz Wali Bhindi/ Bhindi Do Pyaza Recipe along with Parathas and Kadhi Pakora for a delicious lunch or dinner.",https://www.archanaskitchen.com/pyaz-wali-bhindi-recipe,"salt,mustard oil sunflower oil,amchur (dry mango powder),bay leaf (tej patta),ajwain (carom seeds),red chilli powder,cinnamon stick (dalchini),onion,coriander (dhania) powder,bhindi (lady fingerokra),turmeric powder",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/bhindi_do_pyaza_recipe_pyaz_wali_bhindi_5_1600.jpg,11
Achari Lachha Paratha Recipe-Spicy Indian Style Flaky Bread,"Water - to knead the dough,1/2 cup Punjabi style mango pickle,1 tablespoon Sunflower Oil,1 cup Whole Wheat Flour,Ghee - to roast the parathas,1 teaspoon Salt",25,North Indian Recipes,"To begin making the Achari Lachha Paratha we will first knead to make the dough.
In a large mixing bowl, add the whole wheat flour, salt and mix it well.
Add a tablespoon of oil and rub it into the flour until you see coarse crumbs.Add a little water at a time and knead well to make a smooth and soft paratha dough.
Cover the dough and allow it to rest for 10 minutes.After 10 minutes, knead for a minute again until the paratha dough is soft and pliable.
Divide the dough into equal portions.
 Preheat a skillet on medium heat.
If you are using a cast iron skillet, then grease the skillet well and allow it to preheat.Keep some flour aside for dusting while rolling the dough.
Shape each dough portion into a round ball, press it between the palm of your hands.Dust the dough in flour and roll it into a small or 6 inch diameter circle.
Generously smear the achaari masala from the mango pickle on this rolled out dough.
Dust some flour over the achaari masala.
This flour and oil from the pickle will help the lachha paratha split itself into layers.
Begin folding the lachha paratha dough like saree pleat.
Start from one end of the rolled out dough and reach the end.
Basically, fold it starting from the side towards you and moving away just the way you would fold a hand fan.
Folding one small layer over another and so on.The dough is essentially shaped into a pleat.Once you have stacked up all the pleats one over the other, start rolling it into a tight circle like that of a swiss roll.
Flatten the pleated swiss roll between the palm of your hands, dust in flour and roll into a 4 to 5 inch diameter circle.
You will be able to see the layers very clearly.Place the rolled layered Achaari Lachha Paratha on the preheated skillet.
Cook on medium heat on both sides for a few seconds, then smear ghee and cook until golden brown and cooked through completely.Proceed the same way with the remaining portions of the paratha dough.Serve the Achari Lachha Paratha along with Creamy Dal Makhani Recipe and Masala Chaas Recipe (Indian Spiced Buttermilk) for a hearty Sunday lunch.
  ",https://www.archanaskitchen.com/achari-lachha-paratha-recipe-spicy-indian-style-flaky-bread,"salt,wheat flour,ghee,punjabi style mango pickle,water knead the dough,sunflower oil",https://www.archanaskitchen.com/images/Achaari_Lachha_Paratha_Recipe-4_400.jpg,6
Whole Wheat Strawberry Banana Muffins Recipe,"1 teaspoon Baking powder,100 gram Caster Sugar,1/4 cup Milk,200 gram Whole Wheat Flour,1/3 cup Sunflower Oil,1/2 teaspoon Vanilla Extract,15 Strawberries,1/2 teaspoon Baking soda,1/2 teaspoon Nutmeg powder,2 Whole Eggs,2 Ripe Bananas",45,Continental,"To begin with Whole Wheat Strawberry Banana Muffins, pre-heat the oven in 180 degree C for 10 minutes and start making the batter.Wash and cut strawberries into small cubes.
Remove the skin of Bananas and mash them in a bowl.
Retain a few small chunks of banana to give the cake/ muffin a body.Mix whole wheat flour along with baking powder and baking soda in a bowl and shift using a sieve two times.Now mix nutmeg powder with the flour mix.
Mix the chopped strawberries lightly with the flour mix so that the strawberries are coated with flour.Add mashed bananas in the flour-Strawberry mix and fold lightly.
Now take eggs and powdered sugar in a bowl and using a hand blender or manual whisk start mixing both till the mixture turns creamy.Add oil to the mixture and using the blender blend it for about 1 minute.Add vanilla essence and milk to the mixture and blend for 1 more minute.Now make a well in the mid of the flour mix and pour the wet mixture and using a spatula fold everything lightly by cutting and folding.Line a muffin tin with muffin liners and using a tablespoon or ice-cream scoop fill 2/3 of each muffin liner with the batter.Tap the muffin tray on table top after filling the tray so that the muffins are even in the tray.Bake in 180 degree C for 15-20 minutes in a pre-heated oven.
Check at around in 15 minutes by inserting a toothpick in the mid of the muffins and if required bake for few more minutes.Take Muffins out of the oven after baking and cool on a wire rack.Serve Whole Wheat Strawberry Banana Muffins with Masala Chai during tea time parties or you can have it as a sweet dish after your meal.",https://www.archanaskitchen.com/whole-wheat-strawberry-banana-muffins-recipe,"gram wheat flour,baking powder,bananas,sunflower oil,nutmeg powder,milk,baking soda,strawberries,vanilla,eggs,gram caster sugar",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Debjani_Chatterjee_Alam/wholewheat_strawberry_muffins_1600.jpg,11
Sindhi Pakwan Recipe - Crisp Delicious Puri,"1 cup All Purpose Flour (Maida),Sunflower Oil - for deep frying,1 teaspoon Cumin seeds (Jeera),1 teaspoon Ajwain (Carom seeds),Salt - as needed,2 tablespoons Ghee,1 cup Whole Wheat Flour",45,Sindhi,"To begin making the Sindhi Pakwan, sift both the flours together.
Add ajwain, cumin, salt and ghee and mix all together into the flour.
Knead the flour into a smooth dough adding water little at a time.Preheat the oil for deep frying.Divide the Pakwan dough into equal lemon size portions.Dust the surface with flour and roll the pakwan dough into a small disc.Use a fork and mark impressions on the rolled pakwan.
Pierce from both sides, this will prevent the pakwan from puffing up.Place the pakwans into the preheated oil and deep fry on low to medium heat until golden brown and crisp on both sides.
Transfer the fried pakwan on a kitchen paper towels to drain the excess oil.Serve the Sindhi Pakwan hot along with Sindhi Chana Dal for a wholesome breakfast or dinner.",https://www.archanaskitchen.com/sindhi-pakwan-recipe-served-with-sindhi-dal-dal-pakwan,"salt,wheat flour,ghee,ajwain (carom seeds),cumin seeds (jeera),flour (maida),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/Sindhi_Pakwan_Recipe_Served_With_Sindhi_Dal_Dal_Pakwan-1.jpg,7
Bele Dose Recipe (Lentil Dosa Recipe),"3 Green Chillies,1/4 cup Fresh coconut,Salt - to taste,1/4 cup Methi Seeds (Fenugreek Seeds),2 teaspoon Cumin seeds (Jeera),1 cup White Urad Dal (Whole),2 cup Rice,5 sprig Coriander (Dhania) Leaves,1 cup Arhar dal (Split Toor Dal),1 Onion,1 cup Yellow Moong Dal (Split),1 sprig Curry leaves",510,Karnataka,"To begin making the Bele Dose Recipe soak the lentils along with rice, fenugreek seeds and cumin seeds with water till it is fully immersed.Soak it with water for overnight.
And then grind it the next day along with the rest of the ingredient’s and some water to make a thick and running water.To make dosas, place a skillet or tawa on the heat.
When it is adequately warm, pour a ladle full of batter and spread it into concentric circles working your way outwards, till you have a dosa of your desired size and thickness.Drizzle a few drops of oil or ghee on the sides.
Cover the dosa and allow it to cook.Once the sides of the dosa starts to brown and release from the pan, gently lift the dosa from skillet and flip to cook on the other side.Serve the Bele Dose Recipe along with Tomato Onion Chutney or Mixed Vegetable Sambar Recipe to have a comforting breakfast.",https://www.archanaskitchen.com/bele-dose-recipe-lentil-dosa-recipe,"salt,yellow moong dal (split),arhar dal (split toor dal),rice,coconut,curry leaves,coriander (dhania) leaves,onion,methi seeds (fenugreek seeds),cumin seeds (jeera),green chillies,white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Bele_Dose_Recipe_Lentil_Dosa_Recipe_.jpg,12
Multa Black Arabic Recipe (Arabic Gravy Steele),"3 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,500 grams Colocasia root (Arbi),1/4 teaspoon Red Chilli powder,Sunflower Oil - as required",40,North Indian Recipes,"To begin making the Multani Kaali Arbi Recipe, wash and peel the arbi.
Wash 2 or 3 times to make sure that the dirt has been completely removed.Peel of the arbi and slice them thinly in round shape.Heat oil in kadhai.
Add arbi and cook them in high flame until it turns brown.Add chili powder, salt and stir them well.
Add 3-4 cups of water and allow them to boil.Once the water starts boiling, lower the flame and cook in medium heat for about 20 minutes until the arbis become tender.
By this time, half of the water would have been absorbed.
The arbis by now would have turned to grey colour.If the curry is too thick, add required amount of water and bring it to boil in high flame.Once the required consistency is reached, switch off the stove and allow the curry to rest in kadhai for about 25 minutes.
The curry would have turned to shades of purple.
Garnish it with coriander and it is ready to be served.Serve Multani Kaali Arbi Recipe with hot phulkas or steamed rice for a weekday meal.",https://www.archanaskitchen.com/multani-kaali-arbi-recipe-arbi-gravy-style,"salt,red chilli powder,coriander (dhania) leaves,colocasia root (arbi),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Karthika_Gopalakrishnan/Multani_Kaali_Arbi.jpg,5
Greek Style Bourekia Recipe (Potato and Leek Puffs Recipe),"1 teaspoon Turmeric powder (Haldi),Salt - to taste,3 Potatoes (Aloo) - boiled and mashed,1/4 cup Milk,1/4 teaspoon Salt,1-1/2 cups Whole Wheat Flour,1 teaspoon Red Chilli flakes,1/4 cup Butter,2 tablespoons Sunflower Oil,2 Leek - stalks,1/2 teaspoon Fennel seeds (Saunf) - crushed",60,Greek,"We begin making the Greek Style Bourekia Recipe (Potato and Leek Puffs Recipe) by making the pizza dough first.
So in order to make the dough, click on Homemade Pizza dough recipe to check the method.To make the filling, pressure cook the potatoes separately in a pressure cooker for about 5 whistle.
Release the pressure naturally.
Remove the skin and mash it coarsely.Heat a sauce pan, add oil sauté the leeks and add the mashed potatoes.
Sauté for few minutes and then add the rest of the ingredients.
Saute for some time and let it cool down.
Preheat the oven to 180 degree Celsius.Take out dough, divide it into lemon sized round shapes, using your hand press the dough flat, cut it into a square and add a tablespoon of the filling to one side and fold over the other part over it.
Press it tightly.Using a fork, press the edges.
Place them on the greased trays, grease some butter or oil over it and bake it for about 30 minutes.Once it starts to crisp up, you can brush it with little honey to give a color the puff.Serve the Greek Style Bourekia Recipe (Potato and Leek Puffs Recipe) as a Tea Time Snack or as a Party Appetizer.",https://www.archanaskitchen.com/greek-style-bourekia-recipe-potato-and-leek-puffs-recipe,"salt,wheat flour,fennel seeds (saunf),milk,red chilli flakes,leek stalks,potato (aloo),turmeric powder,butter,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Greek_Style_Bourekia_Recipe_Potato_and_Leek_Puffs_Recipe.jpg,10
Andhra Style Usirikaya Pachadi Recipe (Indian Gooseberries Chutney),"15 Amla (Nellikai/ Gooseberry) - medium size,2 Dry Red Chilli,4 Green Chillies,Asafoetida (hing) - A pinch,1/4 teaspoon Mustard seeds,Salt - as per taste,Sunflower Oil - for tempering",25,Andhra,"To begin making the Andhra Style Usirikaya Pachadi recipe, wash the amla in running water and place them in a pressure cooker.Add water and boil the amlas till soft or till the cooker release 2 whistles.
Once cooled, remove the seeds from them.Add the boiled amla, salt, green chillies & a pinch of asafoetida in the blender and blend until smooth.Take some oil for tempering in a pan, add mustard seeds to till.
Once they start to crackle, add the dry red chilies and fry for a minute.
Switch off the flame.Add the tempering to the chutney.
Serve hot.Serve Andhra Style Usirikaya Pachadi with Mixed Vegetable Sambar and Steamed Rice for a weekday meal.",https://www.archanaskitchen.com/andhra-style-usirikaya-pachadi-recipe-indian-gooseberries-chutney,"salt,asafoetida (hing),mustard seeds,amla (nellikai gooseberry),dry red chilli,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/anusha.pariti-gmail.com/Andhra_style_Usirikaya_Pachadi_Indian_gooseberries_chutney.jpg,7
Gajar Halwa Barfi Recipe (Carrot Fudge),"300 grams Carrot (Gajjar) - peeled and grated,200 grams Khoya (Mawa),1 cup Sugar,1 cup Milk,Saffron strands - a few,3 tablespoons Ghee,2 tablespoons Fresh cream,Dry Fruits - for garnsihing",40,Indian,"To begin making the Gajar Halwa Barfi recipe, in a medium sized non-stick pan, add grated carrot and cook for 5 minutes.Add milk, saffron milk and mix it well.
Put the lid on top and cook for about 3 to 4 minutes.
Now once milk gets evaporated, add sugar, cream and stir it continually for 5 minutes.Once it gets dry, add half khoya/mava (100 grams) and again mix it well and cook for 3-4 minutes.Your Halwa layer is ready, take it out into greased tart plate or any other plate with ghee.
And gently press it using your palm once it gets warm.Place the tart plate into refrigerator for 10-15 minutes, meanwhile start preparation of khoya layer.
Into another medium sized non-stick pan, add ghee, once melted, add khoya and mix it well.Once it gets sticky, add remaining​ sugar into it and mix it well.
Switch off the gas and spread this khoya layer on the carrot halwa layer you prepared earlier and again press it gently using your palm.Garnish it with dry fruits of your choice and cut it in desired shapes and serve it to your loved ones on this Diwali!Serve this Gajar Halwa Barfi as a dessert after your festive meal of Dum Aloo, Puri and Boondi raita.
",https://www.archanaskitchen.com/gajar-halwa-barfi-recipe-carrot-fudge,"khoya (mawa),ghee,milk,saffron strands,dry fruits garnsihing,carrot,sugar",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Dhara/CARROT_FUDGEGAJAR_HALWA_MILK_BARFI_WITH_TWIST.jpg,7
Lemon Pudina Curry Leaf Shikanji Recipe,"1/3 cup Mint Leaves (Pudina),2 Lemons - juice freshly squeezed,Black Salt (Kala Namak) - to taste,1/3 cup Curry leaves,1 tablespoon Jaggery,1 teaspoon Cumin seeds (Jeera) - roasted,3 cups Water",10,Indian,"To begin making the Lemon Pudina Curry Leaf Shikanji Recipe in a mixer jar combine the curry leaves, mint leaves, freshly squeezed lemon juice, cumin seeds, jaggery and black salt to taste.
Pulse this in the mixer grinder.
Next add water to this and pulse it once gain.
Serve the Lemon Pudina Curry Leaf Shikanji Recipe chilled over some ice in the glasses as a party drink.Serve Lemon Pudina Curry Leaf Shikanji as a welcome drink to your party and lay out a party meal of Crispy Baby Corn Cheese Lollipops, Smoked Dal Makhani Dhaba Style, Butter Garlic Naan and Shahi Tukda Gajar Halwa Shots With Rabri Recipe.",https://www.archanaskitchen.com/lemon-pudina-curry-leaf-shikanji-recipe,"black salt,lemon juice squeezed,jaggery,water,curry leaves,cumin seeds (jeera),mint leaves (pudina)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Lemon_Pudina_Curry_Leaf_Shikanji_Recipe_1600.jpg,7
Kashmiri Style Mutton Gogji Syun Recipe - Mutton & Turnip,"2 Turnips - cut into small cubes,300 grams Mutton - with bone,1 inch Ginger - chopped,Salt - to taste,Mustard oil - ,1 teaspoon Red Chilli powder,1 teaspoon Fennel seeds (Saunf),1 teaspoon Turmeric powder (Haldi),1 pinch Asafoetida (hing)",65,Kashmiri,"To begin making the Kashmiri Mutton Gogji Syun Recipe, we heat a pressure cooker with oil and add hing and mutton pieces and saute them for 10 to 12 minutes.Add salt to taste, a cup of water, turmeric powder, chilli powder and fennel seeds.
Bring it to a boil.Simmer for 5 more minutes and pressure cook the mutton for about 4 whistle.
Once done allow the pressure to release naturally and remove the lid.Add turnips and cook under pressure for 2 more whistle and switch off the heat.
All the pressure to release naturally and serve hot.Serve the Kashmiri Mutton Gogji Syun Recipe along with Methi Lachha Paratha and jeera pulao by the side to complete the meal.",https://www.archanaskitchen.com/kashmiri-mutton-gogji-syun-recipe,"salt,ginger,mustard oil,asafoetida (hing),fennel seeds (saunf),red chilli powder,mutton,turnips,turmeric powder",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/10-oct/Kashmiri_Mutton_Gogji_Syun_Recipe-9435.jpg,9
Cheesy Chinese Bhel Recipe,"Spring Onion Greens - a few,1 Carrot (Gajjar) - thinly sliced,2 cloves Garlic,150 grams Hakka Noodles,1 tablespoon Britannia Cheese Spread - Roasted Garlic,2 inch Ginger - finely chopped,1 tablespoon Roasted Peanuts (Moongphali),1 tablespoon Red Chilli sauce,1 Onion - thinly sliced,1 Green Chilli,2 tablespoons Red Chilli sauce,1 tablespoon Soy sauce,Salt - to taste,1 cup Green beans - thinly sliced,1 Green Bell Pepper (Capsicum) - thinly sliced,1/4 cup Britannia Cheese Block - grated,1 cup Mint Leaves (Pudina),4 cloves Garlic - finely chopped,1 tablespoon Sunflower Oil,1 teaspoon Sugar,1 cup Cabbage (Patta Gobi/ Muttaikose) - thinly sliced,1 inch Ginger,2 tablespoons Sweet Chutney (Date & Tamarind),1/4 cup Water",25,Indo Chinese,"To begin making the Cheesy Chinese Bhel Recipe, we will first make the crispy noodles.Into hot boiling water, add the hakka noodles and salt to taste.
Boil the noodles until the noodles soften but is not fully cooked.
Once the noodles are half cooked, drain the water and wash it under cold water to prevent more cooking.Now we will deep fry the noodles.
Into preheated oil, add the half cooked noodles and deep fry until golden brown and crisp.
Keep aside.
To make the Cheesy Pudina Chutney, into a blender add the pudina, garlic, green chillies, ginger, roasted peanuts, sugar, salt to taste, Britannia Roasted Garlic Cheese Spreadz and water.
Blend them all to make a smooth chutney.
Keep aside.To Make the Roasted VegetablesInto a preheated kadai add oil, garlic, ginger, onions and saute for a few seconds.
Add the capsicum, carrot, beans and cabbage, sprinkle some salt.
Stir fry on high heat for 2 to 3 minutes until the veggies are power cooked.They should have a crunch and yet feel cooked.
Finally stir in the soy sauce & the chilli sauce and stir.
Turn off the heat.
Keep aside.
The final step is to toss to make the chinese bhel.Into a large mixing bowl, add the noodles, the veggies, the cheesy pudina sauce and the sweet and spicy sauce.
Toss together until combined.
Add the grated Britannia cheese and some fresh spring onions and give it a mix.
Transfer the Cheesy Chinese bhel to small serving bowl and serve immediately.
 Serve Cheesy Chinese Bhel Recipe with a thirst quencher like Kiwi Raw Mango Mint Masala Sherbet in the evenings.",https://www.archanaskitchen.com/cheesy-chinese-bhel-recipe,"spring onion greens,cloves garlic,carrot,onion,sunflower oil,salt,britannia cheese garlic,green chilli,soy sauce,hakka noodles,green beans,peanuts (moongphali),britannia cheese block,mint leaves (pudina),water,sweet chutney (date tamarind),sugar,ginger,green bell pepper (capsicum),red chilli sauce,cabbage (patta gobi muttaikose)",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Cheesy_Chinese_Bhel_Recipe_Video_Britannia_Cheesy_Kitchen_9_1600.jpg,21
Whole Wheat Spinach Paratha Recipe,"2 cup Whole Wheat Flour,2 Green Chillies,1/2 tablespoon Sunflower Oil,4 cloves Garlic,Water - for kneading,Ghee - or oil to grease the pan,Salt - to taste,1 teaspoon Ajwain (Carom seeds),1 cup Spinach Leaves (Palak) - chopped,Coriander (Dhania) Leaves - a handful",40,Indian,"To begin making the Whole Wheat Spinach Paratha, blend spinach, coriander, garlic and chilies in a mixer grinder to make a paste.Add this paste to the wheat flour.
Add salt to taste, ajwain and oil to the mixture and knead together to make to a smooth dough.
Add water if required.Divide the dough into equal lemon size portions.
Take one portion and dust in dry flour.
Flatten the ball with your fingers and roll the rough into a 5 to 6 inch diameter circle.
Heat the non-stick tawa and place the rolled spinach paratha on the tawa.
Cook till small blisters appear on the surface.
Flip and cook the roti on the on the other side as well.Flip a couple of times to get the parathas browned and cooked well on both sides.
Smear ghee on top and transfer into a plate and serve.
Serve Wheat Flour Spinach Paratha with Raw Mango raita orAvocado raita or any raita of your choice.",https://www.archanaskitchen.com/whole-wheat-spinach-paratha-recipe,"salt,wheat flour,coriander (dhania) leaves,spinach leaves (palak),ajwain (carom seeds),cloves garlic,water,ghee,oil grease the pan,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/8-Collections/Whole_Wheat_Spinach_Paratha_Recipe_1600.jpg,11
Healthy Snack Bowl Recipe,"Salt - as required,2 tablespoons Peanut Butter - smooth one,1 to 2 tablespoons Maple syrup - or honey,1/2 Apple - chopped into cubes,1/4 cup Corn Kernels,1 tablespoon Coconut Oil - cold pressed,2 tablespoons Raisins,8 Walnuts,2 to 3 teaspoons Cocoa Powder,1/4 cup Soy milk - coconut milk or almond milk",25,Indian,"To begin making the Healthy Snack Bowl recipe, In a sauce pan add 1 tablespoon coconut oil and turn the heat on medium after a 30 to 40 seconds drop 2 to 3 corn kernels and wait for the pop.Once they pop scoop them out and add all the kernels and stir quickly and cover the lid allowing a gap for the steam to escape of they will be burnt.
Give the sauce pan a shake every few seconds to allow even heat.
Let all the pop corn pop, once the popping slows down and stops turn of the heat and remove the lid, sprinkle a tiny amount of salt and give it all a shake.In a saucepan combine peanut butter, cocoa powder, milk and maple syrup and stir it on low heat until its saucy and smooth.
Turn it off once it starts to bubble.Now place the popcorn in a bowl, add the sultanas, walnuts and apples, drizzle the sauce over and serve.You can even add pretzels, other nuts and dried fruit that you like into the bowl.Make sure not to add too much salt in this recipe since peanut butter will have some saltiness to it.Serve Healthy Snack Bowl during a movie night or pack it in your snack box along with other healthy snacks.",https://www.archanaskitchen.com/healthy-snack-bowl-recipe,"salt,corn kernels,coconut oil cold pressed,raisins,soy milk coconut milk almond milk,apple,maple syrup,cocoa powder,peanut butter smooth,walnuts",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/Healthy_snack_bowl.jpg,10
Thonnai Idli Recipe (Dried Leaves Idli),"1/2 teaspoon Mustard seeds,4 teaspoons Ghee,4 teaspoons Gingelly oil,Salt - to taste,1/2 cup Thonnai (dried leaves),1/4 teaspoon White Urad Dal (Split),Cashew nuts - Few,1 cup White Urad Dal (Whole),1 tablespoon Cumin seeds (Jeera),1/2 tablespoon Black pepper powder,1 tablespoons Sabudana (Tapioca Pearls),1 teaspoon Chana dal (Bengal Gram Dal),3 cups Idli Rice,1 teaspoon Methi Seeds (Fenugreek Seeds),1 inch Ginger - finely chopped,1 sprig Curry leaves,1 pinch Asafoetida (hing)",420,Tamil Nadu,"To begin making the Thonnai Idli Recipe recipe, soak the items mentioned under ‘For the Idli Batter’ for 6 to 8 hours except salt.Grind them slightly coarse than regular idli batter in a mixer grinder.
Take a mix and grind cumin seeds & pepper into a coarse consistency.Take a tadka pan, add ghee and gingelly oil.
Once heated add hing and mustard and let it splutter.Add urad dal, bengal gram, ginger, cashew, cumin & pepper powder and curry leaves and let it get cooked.Mix it with the idli batter.
Let the idli batter ferment for 6 to 8 hours or overnight.Make sure the thonnai is cleaned with a wet cloth.
No oil needed to be applied.Once fermented, pour it into the 3/4th of Thonnai.Arrange them in a pan which can fit into pressure cooker or idly pan.
Make sure the idlis are tightly arranged one next to each other.If idlis are loosely arranged the thonnai will open up easily.Steam the idlis for 20 minutes, take out and let it cool for just 5 minutes.Pack Thonnai Idli in your lunch box along with South Indian Coconut Chutney or Tomato Onion Chutney.
You can also have it for a tasty and healthy breakfast.",https://www.archanaskitchen.com/thonnai-idli-recipe-dried-leaves-idli,"cashew nuts,salt,thonnai (dried leaves),ginger,sabudana (tapioca pearls),mustard seeds,ghee,asafoetida (hing),idli rice,curry leaves,white urad dal (split),gingelly oil,methi seeds (fenugreek seeds),cumin seeds (jeera),black pepper powder,chana dal (bengal gram dal),white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neeru_Srikanth/Thonnai_Idly.jpg,17
Sweet Spinach Whole Wheat Muffin Recipe,"1/3 cup Extra Virgin Olive Oil,1 cup Spinach - puree,1 teaspoon Baking powder,1/2 Whole Egg,1 tablespoon Cinnamon Powder (Dalchini),1 tablespoon Vanilla Extract,4 tablespoon Honey,6 tablespoon Milk,1 cup Whole Wheat Flour,1/2 teaspoon Baking soda,10 Pistachios - chopped,1 Ripe Bananas - mashed",35,Continental,"To begin making the Sweet Spinach Whole Wheat Muffin Recipe take all the dry ingredients in one bowl and measure out all the wet ingredients in another bowl.Preheat the oven to 180 degree Celsius to 10 minutes and keep it ready.Whisk in the wet ingredients till it combines well.
Add the wet ingredients slowly to the dry ingredients and fold in the flour to combine well.Grease a cupcake tray with oil or butter and with the help of an ice cream scoop, scoop out the batter and drop it in each mold.Pound the pistachios and add it on top of the cup cake and bake it in the oven to 150 degree Celsius for 10 minutes.
Once done insert a skewer to check if it is done and comes out clean.
Serve the Sweet Spinach Whole Wheat Muffin Recipe as an evening snack with a glass of Mulled Apple Juice Recipe or even for your morning breakfast.",https://www.archanaskitchen.com/sweet-spinach-whole-wheat-muffin-recipe,"baking powder,wheat flour,bananas,spinach,eggs,pistachios,milk,virgin olive oil,baking soda,vanilla,cinnamon powder (dalchini)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Sweet_Spinach_Whole_Wheat_Muffin_Recipe_.jpg,11
